day,date,daily,line,type,number
Sunday,2012-06-03,7553.5,orange,Average,2616.5
Monday,2012-06-04,13342.5,orange,Average,4799.5
Tuesday,2012-06-05,13625.5,orange,Average,4762
Wednesday,2012-06-06,13532,orange,Average,4872
Thursday,2012-06-07,11045,orange,Average,3476
Friday,2012-06-08,16366.5,orange,Average,5782.5
Saturday,2012-06-09,12897.5,orange,Average,4820.5
Sunday,2012-06-10,8691.5,orange,Average,3061.5
Monday,2012-06-11,12532,orange,Average,4583.5
Tuesday,2012-06-12,13011,orange,Average,3878.5
Wednesday,2012-06-13,15672.5,orange,Average,5023
Thursday,2012-06-14,17580,orange,Average,5617.5
Friday,2012-06-15,21951,orange,Average,6926.5
Saturday,2012-06-16,22074.5,orange,Average,6322
Sunday,2012-06-17,15224.5,orange,Average,4008
Monday,2012-06-18,13967.5,orange,Average,4853
Tuesday,2012-06-19,14775.5,orange,Average,5039
Wednesday,2012-06-20,12913,orange,Average,4475
Thursday,2012-06-21,12643,orange,Average,4369
Friday,2012-06-22,15594.5,orange,Average,6000
Saturday,2012-06-23,12488,orange,Average,4441.5
Sunday,2012-06-24,8615.5,orange,Average,2805
Monday,2012-06-25,13576,orange,Average,4705.5
Tuesday,2012-06-26,14090,orange,Average,4753
Wednesday,2012-06-27,14361.5,orange,Average,5052.5
Thursday,2012-06-28,13895,orange,Average,4883
Friday,2012-06-29,15699.5,orange,Average,5922
Saturday,2012-06-30,11312,orange,Average,4260
Sunday,2012-07-01,7762,orange,Average,2807.5
Monday,2012-07-02,13982,orange,Average,5088
Tuesday,2012-07-03,14716,orange,Average,5550
Wednesday,2012-07-04,12124,orange,Average,4267
Thursday,2012-07-05,13019.5,orange,Average,4541.5
Friday,2012-07-06,15783,orange,Average,5973
Saturday,2012-07-07,11211,orange,Average,4489
Sunday,2012-07-08,7601.5,orange,Average,2698.5
Monday,2012-07-09,13016.5,orange,Average,4654.5
Tuesday,2012-07-10,13497,orange,Average,4601
Wednesday,2012-07-11,13102.5,orange,Average,4003
Thursday,2012-07-12,13657.5,orange,Average,4222
Friday,2012-07-13,15934,orange,Average,5253
Saturday,2012-07-14,11357,orange,Average,3461.5
Sunday,2012-07-15,8507.5,orange,Average,2914.5
Monday,2012-07-16,12348.5,orange,Average,4495.5
Tuesday,2012-07-17,11394.5,orange,Average,3679
Wednesday,2012-07-18,11696.5,orange,Average,4604
Thursday,2012-07-19,12287,orange,Average,4895
Friday,2012-07-20,12514.5,orange,Average,5158.5
Saturday,2012-07-21,10230.5,orange,Average,3642.5
Sunday,2012-07-22,8960,orange,Average,3002.5
Monday,2012-07-23,11776,orange,Average,4629.5
Tuesday,2012-07-24,13430.5,orange,Average,4984
Wednesday,2012-07-25,13632.5,orange,Average,4968
Thursday,2012-07-26,13255.5,orange,Average,4748.5
Friday,2012-07-27,15555,orange,Average,5654.5
Saturday,2012-07-28,12132.5,orange,Average,4658
Sunday,2012-07-29,8636,orange,Average,3109
Monday,2012-07-30,12683,orange,Average,4867
Tuesday,2012-07-31,13118,orange,Average,4871.5
Wednesday,2012-08-01,13668,orange,Average,5218
Thursday,2012-08-02,12848.5,orange,Average,4848.5
Friday,2012-08-03,15667.5,orange,Average,5926
Saturday,2012-08-04,11744.5,orange,Average,4360.5
Sunday,2012-08-05,7184,orange,Average,2397.5
Monday,2012-08-06,12657,orange,Average,4640.5
Tuesday,2012-08-07,13102.5,orange,Average,4899.5
Wednesday,2012-08-08,12489.5,orange,Average,4595
Thursday,2012-08-09,12677,orange,Average,4651.5
Friday,2012-08-10,14130,orange,Average,5101.5
Saturday,2012-08-11,11273,orange,Average,4337.5
Sunday,2012-08-12,7662,orange,Average,2632
Monday,2012-08-13,13103.5,orange,Average,4789
Tuesday,2012-08-14,13329,orange,Average,5171
Wednesday,2012-08-15,13814.5,orange,Average,5036
Thursday,2012-08-16,14299,orange,Average,5241.5
Friday,2012-08-17,14234,orange,Average,4802
Saturday,2012-08-18,11135.5,orange,Average,3929
Sunday,2012-08-19,6528,orange,Average,1862.5
Monday,2012-08-20,12293.5,orange,Average,3867.5
Tuesday,2012-08-21,12899,orange,Average,4434.5
Wednesday,2012-08-22,13753.5,orange,Average,4797
Thursday,2012-08-23,14615,orange,Average,4865.5
Friday,2012-08-24,15852,orange,Average,5448
Saturday,2012-08-25,11074.5,orange,Average,4112
Sunday,2012-08-26,6434.5,orange,Average,2188
Monday,2012-08-27,13154.5,orange,Average,4706.5
Tuesday,2012-08-28,13038.5,orange,Average,4594.5
Wednesday,2012-08-29,14595.5,orange,Average,4943.5
Thursday,2012-08-30,9951.5,orange,Average,3847
Friday,2012-08-31,10678,orange,Average,3400.5
Saturday,2012-09-01,8430,orange,Average,3054.5
Sunday,2012-09-02,5211,orange,Average,1673.5
Monday,2012-09-03,5864,orange,Average,2141
Tuesday,2012-09-04,12492,orange,Average,3947.5
Wednesday,2012-09-05,13596,orange,Average,4517.5
Thursday,2012-09-06,13202.5,orange,Average,4352
Friday,2012-09-07,16714,orange,Average,5717.5
Saturday,2012-09-08,12003,orange,Average,4106.5
Sunday,2012-09-09,8042.5,orange,Average,2356.5
Monday,2012-09-10,13778,orange,Average,4736
Tuesday,2012-09-11,13536.5,orange,Average,4616
Wednesday,2012-09-12,13871,orange,Average,4603.5
Thursday,2012-09-13,13591.5,orange,Average,4571
Friday,2012-09-14,15466.5,orange,Average,5566.5
Saturday,2012-09-15,12687,orange,Average,4524
Sunday,2012-09-16,6988.5,orange,Average,2298
Monday,2012-09-17,12706,orange,Average,4368.5
Tuesday,2012-09-18,11031.5,orange,Average,3778.5
Wednesday,2012-09-19,13701.5,orange,Average,4741
Thursday,2012-09-20,13581.5,orange,Average,4591
Friday,2012-09-21,15690.5,orange,Average,5522
Saturday,2012-09-22,11147,orange,Average,3783
Sunday,2012-09-23,8555,orange,Average,2804.5
Monday,2012-09-24,13839,orange,Average,4722.5
Tuesday,2012-09-25,13263,orange,Average,4358.5
Wednesday,2012-09-26,13746.5,orange,Average,4679
Thursday,2012-09-27,14956,orange,Average,4889
Friday,2012-09-28,15937,orange,Average,4986.5
Saturday,2012-09-29,11717,orange,Average,4183.5
Sunday,2012-09-30,7938.5,orange,Average,2486
Monday,2012-10-01,13415.5,orange,Average,4553.5
Tuesday,2012-10-02,11631,orange,Average,3942.5
Wednesday,2012-10-03,13447.5,orange,Average,4494
Thursday,2012-10-04,13573,orange,Average,4525
Friday,2012-10-05,16125.5,orange,Average,4850.5
Saturday,2012-10-06,11760,orange,Average,4563.5
Sunday,2012-10-07,6141.5,orange,Average,1929.5
Monday,2012-10-08,12141.5,orange,Average,4038.5
Tuesday,2012-10-09,12750.5,orange,Average,4282.5
Wednesday,2012-10-10,13687.5,orange,Average,4708.5
Thursday,2012-10-11,13302.5,orange,Average,4409
Friday,2012-10-12,15335.5,orange,Average,5209.5
Saturday,2012-10-13,7381,orange,Average,1793
Sunday,2012-10-14,7175.5,orange,Average,2269.5
Monday,2012-10-15,12460.5,orange,Average,4020.5
Tuesday,2012-10-16,12044,orange,Average,3895.5
Wednesday,2012-10-17,13466.5,orange,Average,4243.5
Thursday,2012-10-18,13491.5,orange,Average,4217
Friday,2012-10-19,14318.5,orange,Average,4629
Saturday,2012-10-20,11249.5,orange,Average,3123
Sunday,2012-10-21,6962,orange,Average,2152
Monday,2012-10-22,13003.5,orange,Average,4434.5
Tuesday,2012-10-23,13379,orange,Average,4355
Wednesday,2012-10-24,13522,orange,Average,4315
Thursday,2012-10-25,13159.5,orange,Average,4252
Friday,2012-10-26,14401.5,orange,Average,4902.5
Saturday,2012-10-27,11616,orange,Average,3865.5
Sunday,2012-10-28,5693.5,orange,Average,1866
Monday,2012-10-29,NA,orange,Average,0
Tuesday,2012-10-30,NA,orange,Average,0
Wednesday,2012-10-31,NA,orange,Average,4179
Thursday,2012-11-01,NA,orange,Average,3915.5
Friday,2012-11-02,NA,orange,Average,4622
Saturday,2012-11-03,NA,orange,Average,3719.5
Sunday,2012-11-04,NA,orange,Average,1851
Monday,2012-11-05,NA,orange,Average,4005
Tuesday,2012-11-06,NA,orange,Average,3757.5
Wednesday,2012-11-07,NA,orange,Average,3600
Thursday,2012-11-08,NA,orange,Average,3626
Friday,2012-11-09,NA,orange,Average,4961
Saturday,2012-11-10,NA,orange,Average,3718.5
Sunday,2012-11-11,NA,orange,Average,2094
Monday,2012-11-12,NA,orange,Average,3897
Tuesday,2012-11-13,NA,orange,Average,3672
Wednesday,2012-11-14,NA,orange,Average,4085.5
Thursday,2012-11-15,NA,orange,Average,3984
Friday,2012-11-16,NA,orange,Average,5056.5
Saturday,2012-11-17,NA,orange,Average,3549.5
Sunday,2012-11-18,NA,orange,Average,1842.5
Monday,2012-11-19,NA,orange,Average,4019.5
Tuesday,2012-11-20,NA,orange,Average,3951.5
Wednesday,2012-11-21,NA,orange,Average,4037
Thursday,2012-11-22,NA,orange,Average,0
Friday,2012-11-23,NA,orange,Average,3839.5
Saturday,2012-11-24,NA,orange,Average,2546.5
Sunday,2012-11-25,NA,orange,Average,1600.5
Monday,2012-11-26,NA,orange,Average,3881
Tuesday,2012-11-27,NA,orange,Average,3320.5
Wednesday,2012-11-28,NA,orange,Average,4007.5
Thursday,2012-11-29,NA,orange,Average,3869.5
Friday,2012-11-30,NA,orange,Average,4702
Saturday,2012-12-01,NA,orange,Average,3199.5
Sunday,2012-12-02,NA,orange,Average,1817
Monday,2012-12-03,NA,orange,Average,3716
Tuesday,2012-12-04,NA,orange,Average,3804.5
Wednesday,2012-12-05,NA,orange,Average,3571.5
Thursday,2012-12-06,NA,orange,Average,4095.5
Friday,2012-12-07,NA,orange,Average,4410.5
Saturday,2012-12-08,NA,orange,Average,3974
Sunday,2012-12-09,NA,orange,Average,2040
Monday,2012-12-10,NA,orange,Average,3693
Tuesday,2012-12-11,NA,orange,Average,3687
Wednesday,2012-12-12,NA,orange,Average,3864.5
Thursday,2012-12-13,NA,orange,Average,3692
Friday,2012-12-14,NA,orange,Average,4438.5
Saturday,2012-12-15,NA,orange,Average,3397
Sunday,2012-12-16,NA,orange,Average,1660.5
Monday,2012-12-17,NA,orange,Average,3799
Tuesday,2012-12-18,NA,orange,Average,3728.5
Wednesday,2012-12-19,NA,orange,Average,3930
Thursday,2012-12-20,NA,orange,Average,3363.5
Friday,2012-12-21,NA,orange,Average,3756
Saturday,2012-12-22,NA,orange,Average,2916.5
Sunday,2012-12-23,NA,orange,Average,2046
Monday,2012-12-24,NA,orange,Average,2015
Tuesday,2012-12-25,NA,orange,Average,NA
Wednesday,2012-12-26,NA,orange,Average,2194.5
Thursday,2012-12-27,NA,orange,Average,3097.5
Friday,2012-12-28,NA,orange,Average,4083
Saturday,2012-12-29,NA,orange,Average,2532
Sunday,2012-12-30,NA,orange,Average,1865.5
Monday,2012-12-31,NA,orange,Average,4092
Tuesday,2013-01-01,NA,orange,Average,1887.5
Wednesday,2013-01-02,NA,orange,Average,3930.5
Thursday,2013-01-03,NA,orange,Average,4008
Friday,2013-01-04,NA,orange,Average,4214.5
Saturday,2013-01-05,NA,orange,Average,2886.5
Sunday,2013-01-06,NA,orange,Average,1984.5
Monday,2013-01-07,NA,orange,Average,3612.5
Tuesday,2013-01-08,NA,orange,Average,3731
Wednesday,2013-01-09,NA,orange,Average,3683.5
Thursday,2013-01-10,NA,orange,Average,3956.5
Friday,2013-01-11,NA,orange,Average,4114
Saturday,2013-01-12,NA,orange,Average,2482
Sunday,2013-01-13,NA,orange,Average,1795
Monday,2013-01-14,NA,orange,Average,3509
Tuesday,2013-01-15,NA,orange,Average,3858
Wednesday,2013-01-16,NA,orange,Average,3702
Thursday,2013-01-17,NA,orange,Average,3923
Friday,2013-01-18,NA,orange,Average,4534
Saturday,2013-01-19,NA,orange,Average,3388
Sunday,2013-01-20,NA,orange,Average,2420
Monday,2013-01-21,NA,orange,Average,2361.5
Tuesday,2013-01-22,NA,orange,Average,3513
Wednesday,2013-01-23,NA,orange,Average,3090.5
Thursday,2013-01-24,NA,orange,Average,3096.5
Friday,2013-01-25,NA,orange,Average,3528
Saturday,2013-01-26,NA,orange,Average,3030.5
Sunday,2013-01-27,NA,orange,Average,1798.5
Monday,2013-01-28,NA,orange,Average,3639.5
Tuesday,2013-01-29,NA,orange,Average,3648
Wednesday,2013-01-30,NA,orange,Average,3635.5
Thursday,2013-01-31,NA,orange,Average,3547.5
Friday,2013-02-01,NA,orange,Average,4088.5
Saturday,2013-02-02,NA,orange,Average,2437
Sunday,2013-02-03,NA,orange,Average,1796
Monday,2013-02-04,NA,orange,Average,3477.5
Tuesday,2013-02-05,NA,orange,Average,3254
Wednesday,2013-02-06,NA,orange,Average,3475.5
Thursday,2013-02-07,NA,orange,Average,3451.5
Friday,2013-02-08,NA,orange,Average,3754.5
Saturday,2013-02-09,NA,orange,Average,2958.5
Sunday,2013-02-10,NA,orange,Average,1824.5
Monday,2013-02-11,NA,orange,Average,3538.5
Tuesday,2013-02-12,NA,orange,Average,3392
Wednesday,2013-02-13,NA,orange,Average,3492
Thursday,2013-02-14,NA,orange,Average,3625
Friday,2013-02-15,NA,orange,Average,4256.5
Saturday,2013-02-16,NA,orange,Average,3209
Sunday,2013-02-17,NA,orange,Average,1916.5
Monday,2013-02-18,NA,orange,Average,2854
Tuesday,2013-02-19,NA,orange,Average,3535.5
Wednesday,2013-02-20,NA,orange,Average,3432.5
Thursday,2013-02-21,NA,orange,Average,3637
Friday,2013-02-22,NA,orange,Average,3958
Saturday,2013-02-23,NA,orange,Average,3562.5
Sunday,2013-02-24,NA,orange,Average,2103.5
Monday,2013-02-25,NA,orange,Average,3974.5
Tuesday,2013-02-26,NA,orange,Average,3455
Wednesday,2013-02-27,NA,orange,Average,4018.5
Thursday,2013-02-28,NA,orange,Average,3893
Friday,2013-03-01,NA,orange,Average,4477.5
Monday,2010-01-11,952,purple,Boardings,NA
Tuesday,2010-01-12,796,purple,Boardings,NA
Wednesday,2010-01-13,1211.5,purple,Boardings,NA
Thursday,2010-01-14,1213.5,purple,Boardings,NA
Friday,2010-01-15,1644,purple,Boardings,NA
Saturday,2010-01-16,1490.5,purple,Boardings,NA
Sunday,2010-01-17,888.5,purple,Boardings,NA
Monday,2010-01-18,999.5,purple,Boardings,NA
Tuesday,2010-01-19,1035,purple,Boardings,NA
Wednesday,2010-01-20,1395.5,purple,Boardings,NA
Thursday,2010-01-21,1305,purple,Boardings,NA
Friday,2010-01-22,1394.5,purple,Boardings,NA
Saturday,2010-01-23,1206,purple,Boardings,NA
Sunday,2010-01-24,713,purple,Boardings,NA
Monday,2010-01-25,1295,purple,Boardings,NA
Tuesday,2010-01-26,1429.5,purple,Boardings,NA
Wednesday,2010-01-27,1288.5,purple,Boardings,NA
Thursday,2010-01-28,1239,purple,Boardings,NA
Friday,2010-01-29,1332,purple,Boardings,NA
Saturday,2010-01-30,581.5,purple,Boardings,NA
Sunday,2010-01-31,683.5,purple,Boardings,NA
Monday,2010-02-01,1395.5,purple,Boardings,NA
Tuesday,2010-02-02,1436.5,purple,Boardings,NA
Wednesday,2010-02-03,1368,purple,Boardings,NA
Thursday,2010-02-04,1339.5,purple,Boardings,NA
Friday,2010-02-05,1217.5,purple,Boardings,NA
Saturday,2010-02-06,0,purple,Boardings,NA
Sunday,2010-02-07,0,purple,Boardings,NA
Monday,2010-02-08,284,purple,Boardings,NA
Tuesday,2010-02-09,849.5,purple,Boardings,NA
Wednesday,2010-02-10,0,purple,Boardings,NA
Thursday,2010-02-11,0,purple,Boardings,NA
Friday,2010-02-12,671,purple,Boardings,NA
Saturday,2010-02-13,700.5,purple,Boardings,NA
Sunday,2010-02-14,543.5,purple,Boardings,NA
Monday,2010-02-15,751.5,purple,Boardings,NA
Tuesday,2010-02-16,791,purple,Boardings,NA
Wednesday,2010-02-17,993.5,purple,Boardings,NA
Thursday,2010-02-18,1126,purple,Boardings,NA
Friday,2010-02-19,1642,purple,Boardings,NA
Saturday,2010-02-20,893.5,purple,Boardings,NA
Sunday,2010-02-21,739,purple,Boardings,NA
Monday,2010-02-22,997.5,purple,Boardings,NA
Tuesday,2010-02-23,998,purple,Boardings,NA
Wednesday,2010-02-24,1219,purple,Boardings,NA
Thursday,2010-02-25,1429.5,purple,Boardings,NA
Friday,2010-02-26,1328.5,purple,Boardings,NA
Saturday,2010-02-27,1252.5,purple,Boardings,NA
Sunday,2010-02-28,955.5,purple,Boardings,NA
Monday,2010-03-01,1511,purple,Boardings,NA
Tuesday,2010-03-02,1498.5,purple,Boardings,NA
Wednesday,2010-03-03,1464.5,purple,Boardings,NA
Thursday,2010-03-04,1697.5,purple,Boardings,NA
Friday,2010-03-05,1905.5,purple,Boardings,NA
Saturday,2010-03-06,1369,purple,Boardings,NA
Sunday,2010-03-07,1114.5,purple,Boardings,NA
Monday,2010-03-08,1516,purple,Boardings,NA
Tuesday,2010-03-09,1727.5,purple,Boardings,NA
Wednesday,2010-03-10,1672,purple,Boardings,NA
Thursday,2010-03-11,1711.5,purple,Boardings,NA
Friday,2010-03-12,1644,purple,Boardings,NA
Saturday,2010-03-13,952.5,purple,Boardings,NA
Sunday,2010-03-14,716.5,purple,Boardings,NA
Monday,2010-03-15,1588,purple,Boardings,NA
Tuesday,2010-03-16,1601,purple,Boardings,NA
Wednesday,2010-03-17,1710.5,purple,Boardings,NA
Thursday,2010-03-18,1949,purple,Boardings,NA
Friday,2010-03-19,2204.5,purple,Boardings,NA
Saturday,2010-03-20,1945.5,purple,Boardings,NA
Sunday,2010-03-21,1634,purple,Boardings,NA
Monday,2010-03-22,1413,purple,Boardings,NA
Tuesday,2010-03-23,1458,purple,Boardings,NA
Wednesday,2010-03-24,1350,purple,Boardings,NA
Thursday,2010-03-25,1448,purple,Boardings,NA
Friday,2010-03-26,1710.5,purple,Boardings,NA
Saturday,2010-03-27,1561,purple,Boardings,NA
Sunday,2010-03-28,1086.5,purple,Boardings,NA
Monday,2010-03-29,1790.5,purple,Boardings,NA
Tuesday,2010-03-30,1474,purple,Boardings,NA
Wednesday,2010-03-31,1719,purple,Boardings,NA
Thursday,2010-04-01,1939.5,purple,Boardings,NA
Friday,2010-04-02,2029,purple,Boardings,NA
Saturday,2010-04-03,1836,purple,Boardings,NA
Sunday,2010-04-04,1053,purple,Boardings,NA
Monday,2010-04-05,1875.5,purple,Boardings,NA
Tuesday,2010-04-06,1776,purple,Boardings,NA
Wednesday,2010-04-07,1498.5,purple,Boardings,NA
Thursday,2010-04-08,1764,purple,Boardings,NA
Friday,2010-04-09,2399,purple,Boardings,NA
Saturday,2010-04-10,1801,purple,Boardings,NA
